array_size,program_name,num_threads,min_parallel_size,thread_stack_size,time
80,parallelMergeSort,6,1,1048576,1345171.4
80,openmpMergeSort,6,1,1048576,669955.1
100,serialMergeSort,1,0,0,11399.6
100,parallelMergeSort,6,1,1048576,1154572.8
100,openmpMergeSort,6,1,1048576,209316.9
5,serialMergeSort,1,0,0,580.6
5,parallelMergeSort,6,1,1048576,693504.5
5,openmpMergeSort,6,1,1048576,678012.7
10,serialMergeSort,1,0,0,1204.2
10,parallelMergeSort,6,1,1048576,959520.0
10,openmpMergeSort,6,1,1048576,666795.7
15,serialMergeSort,1,0,0,1804.1
15,parallelMergeSort,6,1,1048576,846628.1
15,openmpMergeSort,6,1,1048576,217316.9
20,serialMergeSort,1,0,0,2419.3
20,parallelMergeSort,6,1,1048576,841774.3
20,openmpMergeSort,6,1,1048576,1899756.0
30,serialMergeSort,1,0,0,3554.2
30,parallelMergeSort,6,1,1048576,845341.5
30,openmpMergeSort,6,1,1048576,831780.6
40,serialMergeSort,1,0,0,4647.1
40,parallelMergeSort,6,1,1048576,913292.2
40,openmpMergeSort,6,1,1048576,2026401.4
60,serialMergeSort,1,0,0,6799.1
60,parallelMergeSort,6,1,1048576,1044814.6
60,openmpMergeSort,6,1,1048576,1615842.1
80,serialMergeSort,1,0,0,8864.1
80,parallelMergeSort,6,1,1048576,17107874.2
80,openmpMergeSort,6,1,1048576,2098908.8
100,serialMergeSort,1,0,0,11164.3
100,parallelMergeSort,6,1,1048576,1178822.2
100,openmpMergeSort,6,1,1048576,1491822.5
5,serialMergeSort,1,0,0,562.04
